iter	Passed	Remaining
1662	421531	85421
1663	421783	85167
1664	422023	84911
1665	422295	84661
1666	422549	84408
1667	422809	84156
1668	423071	83904
1669	423336	83653
1670	423583	83398
1671	423858	83149
1672	424123	82898
1673	424388	82646
1674	424643	82393
1675	424924	82145
1676	425214	81898
1677	425484	81648
1678	425789	81404
1679	426081	81158
1680	426366	80910
1681	426655	80663
1682	426958	80419
1683	427228	80168
1684	427522	79922
1685	427824	79677
1686	428123	79432
1687	428455	79193
1688	428734	78943
1689	429014	78695
1690	429300	78447
1691	429570	78196
1692	429858	77948
1693	430133	77698
1694	430478	77460
1695	430760	77211
1696	431015	76957
1697	431263	76702
1698	431529	76451
1699	431788	76198
1700	432082	75950
1701	432339	75697
1702	432587	75442
1703	432853	75190
1704	433138	74941
1705	433406	74690
1706	433673	74438
1707	433940	74186
1708	434188	73931
1709	434438	73676
1710	434740	73430
1711	434997	73177
1712	435253	72923
1713	435495	72667
1714	435767	72416
1715	436033	72164
1716	436297	71911
1717	436539	71655
1718	436812	71404
1719	437075	71151
1720	437342	70899
1721	437594	70645
1722	437878	70396
1723	438136	70142
1724	438393	69888
1725	438649	69635
1726	438973	69391
1727	439230	69138
1728	439472	68882
1729	439721	68626
1730	439982	68373
1731	440266	68124
1732	440526	67871
1733	440785	67617
1734	441035	67362
1735	441300	67110
1736	441555	66856
1737	441821	66603
1738	442076	66349
1739	442354	66098
1740	442606	65844
1741	442864	65590
1742	443143	65340
1743	443419	65089
1744	443682	64836
1745	443964	64585
1746	444230	64333
1747	444509	64082
1748	444795	63832
1749	445073	63581
1750	445351	63330
1751	445617	63078
1752	445903	62828
1753	446168	62575
1754	446440	62323
1755	446712	62071
1756	446980	61819
1757	447243	61565
1758	447489	61310
1759	447759	61058
1760	448031	60806
1761	448300	60553
1762	448582	60302
1763	448844	60049
1764	449107	59796
1765	449373	59543
1766	449636	59289
1767	449878	59033
1768	450131	58779
1769	450381	58524
1770	450643	58270
1771	450912	58018
1772	451158	57762
1773	451432	57510
1774	451691	57256
1775	451957	57003
1776	452215	56749
1777	452548	56504
1778	452820	56252
1779	453083	55999
1780	453331	55743
1781	453604	55491
1782	453875	55238
1783	454143	54986
1784	454407	54732
1785	454675	54479
1786	454927	54224
1787	455192	53971
1788	455450	53717
1789	455693	53461
1790	455946	53206
1791	456218	52953
1792	456488	52701
1793	456749	52447
1794	457030	52195
1795	457319	51944
1796	457605	51693
1797	457876	51441
1798	458140	51187
1799	458412	50934
1800	458692	50682
1801	458964	50430
1802	459221	50175
1803	459493	49922
1804	459752	49668
1805	460029	49416
1806	460306	49163
1807	460567	48909
1808	460855	48658
1809	461107	48403
1810	461394	48152
1811	461681	47900
1812	462022	47654
1813	462322	47404
1814	462643	47156
1815	463075	46919
1816	463351	46666
1817	463637	46414
1818	463895	46160
1819	464206	45910
1820	464448	45654
1821	464698	45398
1822	464962	45144
1823	465230	44890
1824	465486	44635
1825	465745	44381
1826	466011	44126
1827	466284	43873
1828	466521	43616
1829	466781	43362
1830	467030	43106
1831	467280	42851
1832	467539	42596
1833	467792	42341
1834	468048	42086
1835	468315	41832
1836	468567	41576
1837	468846	41323
1838	469113	41069
1839	469376	40815
1840	469630	40560
1841	469876	40304
1842	470119	40048
1843	470375	39793
1844	470658	39540
1845	470918	39285
1846	471188	39031
1847	471460	38778
1848	471697	38521
1849	471973	38268
1850	472243	38014
1851	472502	37759
1852	472761	37504
1853	473012	37249
1854	473269	36994
1855	473519	36738
1856	473777	36483
1857	474032	36228
1858	474293	35973
1859	474553	35719
1860	474828	35465
1861	475102	35211
1862	475389	34958
1863	475654	34704
1864	475934	34451
1865	476209	34197
1866	476500	33944
1867	476770	33690
1868	477038	33436
1869	477329	33183
1870	477631	32931
1871	477907	32677
1872	478177	32423
1873	478445	32168
1874	478711	31914
1875	478983	31659
1876	479259	31405
1877	479534	31151
1878	479770	30895
1879	480013	30639
1880	480271	30384
1881	480540	30129
1882	480817	29875
1883	481122	29623
1884	481490	29374
1885	481751	29119
1886	482023	28865
1887	482278	28609
1888	482557	28355
1889	482814	28100
1890	483083	27845
1891	483352	27590
1892	483605	27335
1893	483897	27081
1894	484148	26826
1895	484396	26570
1896	484663	26315
1897	484916	26059
1898	485172	25804
1899	485430	25548
1900	485685	25293
1901	485953	25038
1902	486223	24783
1903	486500	24529
1904	486755	24273
1905	487030	24019
1906	487322	23765
1907	487672	23514
1908	487982	23261
1909	488249	23006
1910	488524	22751
1911	488831	22498
1912	489118	22244
1913	489401	21989
1914	489843	21742
1915	490150	21488
1916	490461	21235
1917	490750	20980
1918	491042	20726
1919	491342	20472
1920	491649	20218
1921	491953	19964
1922	492245	19710
1923	492531	19455
1924	492826	19201
1925	493237	18950
1926	493634	18700
1927	493981	18447
1928	494286	18193
1929	494623	17939
1930	494908	17684
1931	495221	17430
1932	495515	17175
1933	495808	16920
1934	496138	16666
1935	496596	16416
1936	496891	16161
1937	497215	15906
1938	497540	15652
1939	497832	15396
1940	498137	15141
1941	498423	14885
1942	498695	14629
1943	498959	14373
1944	499238	14117
1945	499493	13860
1946	499759	13604
1947	500020	13347
1948	500310	13091
1949	500595	12835
1950	500877	12579
1951	501154	12323
1952	501434	12067
1953	501716	11811
1954	501999	11554
1955	502274	11298
1956	502530	11041
1957	502810	10785
1958	503072	10528
1959	503334	10272
1960	503605	10015
1961	503871	9758
1962	504140	9502
1963	504428	9246
1964	504738	8990
1965	505021	8733
1966	505295	8477
1967	505577	8220
1968	505838	7963
1969	506111	7707
1970	506394	7450
1971	506668	7194
1972	506944	6937
1973	507210	6680
1974	507474	6423
1975	507774	6167
1976	508046	5910
1977	508337	5653
1978	508616	5397
1979	508888	5140
1980	509155	4883
1981	509439	4626
1982	509775	4370
1983	510049	4113
1984	510325	3856
1985	510607	3599
1986	510895	3342
1987	511156	3085
1988	511420	2828
1989	511708	2571
1990	511976	2314
1991	512238	2057
1992	512509	1800
1993	512797	1543
1994	513093	1285
1995	513366	1028
1996	513647	771
1997	513922	514
1998	514178	257
1999	514500	0
