iter	Accuracy	Logloss
1729	0.5382383333	0.6897125806
1730	0.5382458333	0.6897108315
1731	0.5382552778	0.6897092286
1732	0.5382858333	0.6897078509
1733	0.5382855556	0.6897061303
1734	0.5383175	0.6897045969
1735	0.5383161111	0.6897025623
1736	0.5383408333	0.6897010197
1737	0.5383275	0.689699275
1738	0.5383316667	0.6896976796
1739	0.5383463889	0.6896961035
1740	0.5383619444	0.6896942769
1741	0.5383894444	0.6896928496
1742	0.5383988889	0.6896914014
1743	0.5384072222	0.6896898343
1744	0.5384241667	0.6896881754
1745	0.5384452778	0.689686415
1746	0.5384555556	0.6896848555
1747	0.5384491667	0.6896831285
1748	0.5384775	0.6896816028
1749	0.5384813889	0.6896800038
1750	0.5384869444	0.6896785358
1751	0.5384766667	0.6896766123
1752	0.5384966667	0.6896747938
1753	0.5385216667	0.6896731695
1754	0.5385444444	0.6896715807
1755	0.5385583333	0.6896699605
1756	0.5385397222	0.6896680723
1757	0.5385555556	0.6896664883
1758	0.538595	0.6896646158
1759	0.5386036111	0.6896630819
1760	0.5386291667	0.6896613685
1761	0.5386422222	0.689659992
1762	0.5386583333	0.6896581585
1763	0.538695	0.6896565713
1764	0.5387044444	0.6896550028
1765	0.5387355556	0.6896531481
1766	0.5387275	0.689651527
1767	0.5387347222	0.689649885
1768	0.5387447222	0.6896482187
1769	0.538745	0.689646459
1770	0.5387455556	0.689644804
1771	0.5387952778	0.6896431621
1772	0.5387947222	0.6896417041
1773	0.5387994444	0.6896401347
1774	0.5388266667	0.6896383188
1775	0.5388375	0.6896369087
1776	0.5388561111	0.6896352577
1777	0.5388444444	0.6896334272
1778	0.5388427778	0.6896317072
1779	0.5388683333	0.6896303884
1780	0.5388958333	0.6896286717
1781	0.5389080556	0.6896272179
1782	0.5389375	0.6896254228
1783	0.5389347222	0.689623512
1784	0.5389769444	0.6896219442
1785	0.5390147222	0.6896202607
1786	0.5390197222	0.6896184776
1787	0.5390536111	0.6896168827
1788	0.5390836111	0.6896151177
1789	0.5390788889	0.6896133261
1790	0.5390675	0.6896120386
1791	0.5391094444	0.6896102126
1792	0.5390991667	0.6896088628
1793	0.5391244444	0.6896070955
1794	0.5391472222	0.6896052287
1795	0.5391819444	0.689603632
1796	0.5391702778	0.6896019669
1797	0.5391969444	0.6896001786
1798	0.5392247222	0.689598488
1799	0.5392194444	0.6895966895
1800	0.5392533333	0.6895949963
1801	0.5392463889	0.689593225
1802	0.5392508333	0.6895915019
1803	0.5392552778	0.6895898408
1804	0.5392713889	0.6895883997
1805	0.5392972222	0.6895867199
1806	0.5392966667	0.6895850816
1807	0.5393180556	0.6895833535
1808	0.5393261111	0.6895814728
1809	0.5393505556	0.6895797481
1810	0.5393666667	0.68957799
1811	0.5393780556	0.6895760855
1812	0.5393891667	0.6895744486
1813	0.5394063889	0.6895729264
1814	0.5394019444	0.6895713443
1815	0.5394127778	0.6895697242
1816	0.5394163889	0.6895679521
1817	0.5394361111	0.6895664049
1818	0.5394336111	0.6895649058
1819	0.5394361111	0.6895631191
1820	0.5394580556	0.6895612986
1821	0.5394786111	0.6895594223
1822	0.539475	0.6895576613
1823	0.5395125	0.6895560459
1824	0.5395205556	0.6895543528
1825	0.5395322222	0.6895527136
1826	0.5395680556	0.689551059
1827	0.5395725	0.689549369
1828	0.5395944444	0.6895476987
1829	0.5396213889	0.6895460869
1830	0.5396511111	0.6895444574
1831	0.5396458333	0.689542824
1832	0.5396397222	0.6895412484
1833	0.5396263889	0.6895395825
1834	0.5396497222	0.6895378429
1835	0.5396533333	0.6895361448
1836	0.5396669444	0.6895341647
1837	0.5396891667	0.6895323166
1838	0.539725	0.6895306914
1839	0.5397272222	0.6895290892
1840	0.5397491667	0.6895275188
1841	0.5397416667	0.6895258492
1842	0.5397477778	0.6895242116
1843	0.539775	0.6895226018
1844	0.5397683333	0.6895207983
1845	0.5397686111	0.6895193002
1846	0.5397880556	0.6895176855
1847	0.5397941667	0.6895161217
1848	0.5398088889	0.6895145826
1849	0.5398175	0.6895127864
1850	0.5398338889	0.6895110598
1851	0.5398538889	0.6895093635
1852	0.5398730556	0.6895078676
1853	0.5399158333	0.6895061594
1854	0.5399327778	0.6895043166
1855	0.5399527778	0.6895027636
1856	0.539945	0.6895010419
1857	0.5399652778	0.6894992508
1858	0.5399672222	0.689497352
1859	0.5399897222	0.689495611
1860	0.5399925	0.6894939877
1861	0.5400377778	0.6894924537
1862	0.5400433333	0.6894908775
1863	0.5400625	0.6894893998
1864	0.5400555556	0.6894877534
1865	0.5400888889	0.6894860426
1866	0.5401133333	0.6894846298
1867	0.5401372222	0.6894831757
1868	0.5401105556	0.6894816897
1869	0.5401280556	0.6894799061
1870	0.5401508333	0.6894782557
1871	0.5401616667	0.6894766155
1872	0.5401669444	0.6894751606
1873	0.5401833333	0.6894732338
1874	0.5402191667	0.6894716135
1875	0.5402063889	0.6894696837
1876	0.5402213889	0.6894679655
1877	0.5402283333	0.6894661576
1878	0.5402302778	0.6894643086
1879	0.5402516667	0.6894627356
1880	0.5402616667	0.6894610306
1881	0.5402725	0.6894594477
1882	0.5402877778	0.6894580729
1883	0.5402877778	0.6894567074
1884	0.5402877778	0.6894551246
1885	0.5402780556	0.6894533289
1886	0.5403063889	0.6894516958
1887	0.5403236111	0.6894501759
1888	0.540345	0.6894486341
1889	0.5403577778	0.6894472439
1890	0.5403441667	0.6894456217
1891	0.5403608333	0.6894441159
1892	0.5403902778	0.6894423363
1893	0.54041	0.6894404803
1894	0.5404013889	0.6894390563
1895	0.5404097222	0.6894371526
1896	0.5404172222	0.6894354287
1897	0.5404327778	0.6894338415
1898	0.5404647222	0.6894322414
1899	0.5404752778	0.689430542
1900	0.5404558333	0.6894293652
1901	0.5404855556	0.6894277528
1902	0.5405072222	0.6894261854
1903	0.5405169444	0.6894244311
1904	0.5405169444	0.6894227898
1905	0.5405508333	0.6894210029
1906	0.5405661111	0.6894191663
1907	0.5405805556	0.6894176688
1908	0.5406019444	0.6894158611
1909	0.5406058333	0.6894142084
1910	0.5406091667	0.6894126829
1911	0.5405969444	0.6894110524
1912	0.5406216667	0.6894095424
1913	0.5406536111	0.6894079526
1914	0.5406794444	0.6894062134
1915	0.5406938889	0.6894045223
1916	0.5406808333	0.6894029655
1917	0.5406916667	0.6894013451
1918	0.5406991667	0.6893994231
1919	0.5407438889	0.6893976434
1920	0.5407413889	0.689396059
1921	0.5407636111	0.6893942317
1922	0.5407630556	0.6893924463
1923	0.5407905556	0.6893911035
1924	0.5408180556	0.6893894351
1925	0.5408111111	0.6893878817
1926	0.5408458333	0.6893861701
1927	0.5408363889	0.6893847812
1928	0.5408355556	0.6893834031
1929	0.5408530556	0.6893816856
1930	0.5408883333	0.6893800411
1931	0.5409163889	0.6893783159
1932	0.5409313889	0.6893764626
1933	0.5409291667	0.6893748938
1934	0.5409355556	0.6893730778
1935	0.5409330556	0.6893713202
1936	0.5409677778	0.6893695173
1937	0.5409883333	0.6893674793
1938	0.5410286111	0.6893655951
1939	0.5410475	0.6893640274
1940	0.5410538889	0.6893624072
1941	0.5410505556	0.689360721
1942	0.5410483333	0.6893589624
1943	0.5410894444	0.6893572612
1944	0.5411061111	0.6893554114
1945	0.5411405556	0.6893536572
1946	0.5411486111	0.6893518473
1947	0.5411575	0.6893502224
1948	0.5411708333	0.6893481736
1949	0.5411791667	0.6893463344
1950	0.5412044444	0.6893447084
1951	0.5412077778	0.689343146
1952	0.5412377778	0.6893411865
1953	0.5412605556	0.6893394948
1954	0.5412355556	0.6893378068
1955	0.5412377778	0.6893361347
1956	0.5412291667	0.6893342926
1957	0.5412438889	0.689332573
1958	0.5412477778	0.6893309889
1959	0.5412691667	0.6893293431
1960	0.5412808333	0.6893276182
1961	0.5412883333	0.6893262451
1962	0.5413130556	0.6893245126
1963	0.5413338889	0.6893229187
1964	0.5413463889	0.6893215638
1965	0.5413733333	0.6893198768
1966	0.5413752778	0.6893186056
1967	0.5413411111	0.6893169839
1968	0.5413691667	0.6893155742
1969	0.5414163889	0.6893139692
1970	0.5414444444	0.6893127445
1971	0.5414608333	0.6893111862
1972	0.5414833333	0.6893093137
1973	0.5415108333	0.6893076149
1974	0.5415138889	0.6893058713
1975	0.5415208333	0.6893041785
1976	0.5415425	0.6893028705
1977	0.5415627778	0.6893011715
1978	0.54157	0.6892994443
1979	0.5415797222	0.6892977301
1980	0.5415963889	0.6892959268
1981	0.5416313889	0.6892942112
1982	0.5416558333	0.6892928427
1983	0.5416561111	0.6892909847
1984	0.5416625	0.6892893964
1985	0.5416852778	0.6892877833
1986	0.5417061111	0.6892859737
1987	0.5417088889	0.6892843659
1988	0.5417033333	0.6892827458
1989	0.541725	0.6892809384
1990	0.5417591667	0.6892791515
1991	0.5417658333	0.6892776197
1992	0.5417794444	0.6892757332
1993	0.5418183333	0.6892740546
1994	0.5418316667	0.689272443
1995	0.5418252778	0.6892707268
1996	0.5418386111	0.6892691175
1997	0.5418488889	0.6892674155
1998	0.5418847222	0.6892658368
1999	0.5418983333	0.6892644418
